CHAP 171116/1756 27.05°S 52.60°W
Pres, Altura, Tempe, Orvalho, DireçãoVento,  Velocidade 
301.50, 9541.83, -31.30, -33.53, 253.28, 67.84
301.26, 9547.63, -31.33, -33.37, 253.39, 67.70
301.00, 9553.90, -31.37, -33.27, 253.52, 67.56
300.70, 9560.36, -31.41, -33.28, 253.66, 67.41
300.42, 9566.47, -31.46, -33.37, 253.79, 67.27
300.20, 9571.72, -31.50, -33.42, 253.93, 67.14
300.04, 9576.17, -31.53, -33.31, 254.06, 67.01
299.89, 9580.25, -31.54, -33.05, 254.17, 66.89
299.70, 9584.17, -31.56, -32.80, 254.27, 66.78
299.54, 9587.68, -31.57, -32.74, 254.36, 66.69
299.39, 9590.35, -31.57, -32.80, 254.42, 66.60
299.34, 9591.95, -31.59, -32.94, 254.47, 66.51
299.28, 9594.63, -31.63, -32.83, 254.50, 66.37
299.14, 9597.19, -31.64, -32.61, 254.48, 66.32
299.00, 9600.69, -31.66, -32.57, 254.45, 66.26
298.84, 9605.02, -31.70, -32.70, 254.39, 66.22
298.61, 9609.94, -31.74, -32.87, 254.32, 66.18
298.36, 9614.84, -31.78, -32.96, 254.23, 66.14
298.19, 9619.07, -31.80, -32.94, 254.12, 66.11
298.09, 9622.72, -31.81, -32.90, 254.00, 66.08
297.93, 9626.47, -31.82, -32.97, 253.87, 66.05
297.73, 9630.67, -31.84, -33.12, 253.73, 66.03
297.54, 9635.15, -31.87, -33.26, 253.58, 66.01
297.36, 9639.58, -31.89, -33.34, 253.43, 65.99
297.16, 9643.74, -31.91, -33.35, 253.28, 65.98
297.00, 9647.46, -31.92, -33.32, 253.12, 65.97
296.89, 9651.01, -31.92, -33.25, 252.97, 65.97
296.74, 9655.06, -31.93, -33.17, 252.81, 65.97
296.51, 9659.97, -31.96, -33.16, 252.66, 65.98
296.24, 9665.45, -32.01, -33.27, 252.50, 66.00
296.02, 9671.02, -32.07, -33.38, 252.35, 66.04
295.82, 9676.66, -32.13, -33.41, 252.19, 66.08
295.57, 9682.53, -32.18, -33.33, 252.03, 66.14
295.30, 9688.35, -32.23, -33.20, 251.88, 66.22
295.07, 9693.53, -32.26, -33.16, 251.72, 66.30
294.90, 9697.61, -32.28, -33.30, 251.57, 66.40
294.79, 9700.52, -32.31, -33.57, 251.41, 66.52
294.73, 9702.71, -32.34, -33.78, 251.25, 66.65
294.62, 9704.80, -32.37, -33.74, 251.09, 66.79
294.53, 9707.14, -32.41, -33.55, 250.92, 66.95
294.43, 9709.91, -32.46, -33.41, 250.75, 67.11
294.28, 9713.17, -32.50, -33.38, 250.58, 67.28
294.11, 9716.60, -32.54, -33.44, 250.40, 67.45
293.98, 9719.84, -32.57, -33.58, 250.23, 67.62
293.87, 9722.86, -32.60, -33.78, 250.05, 67.80
293.75, 9725.90, -32.62, -34.01, 249.87, 67.97
293.61, 9729.06, -32.65, -34.23, 249.70, 68.14
293.47, 9732.34, -32.68, -34.42, 249.52, 68.30
293.33, 9735.64, -32.70, -34.50, 249.35, 68.45
293.20, 9738.92, -32.73, -34.49, 249.18, 68.59
293.06, 9742.31, -32.75, -34.48, 249.02, 68.71
292.91, 9745.85, -32.77, -34.48, 248.87, 68.82
292.77, 9749.44, -32.79, -34.43, 248.72, 68.91
292.59, 9752.97, -32.83, -34.30, 248.58, 68.98
292.45, 9756.25, -32.88, -34.17, 248.44, 69.03
292.36, 9759.47, -32.92, -34.13, 248.32, 69.05
292.22, 9763.32, -32.96, -34.14, 248.20, 69.06
291.98, 9768.18, -32.99, -34.01, 248.10, 69.05
291.74, 9773.75, -33.01, -33.69, 248.02, 69.01
291.51, 9779.64, -33.03, -33.35, 247.95, 68.96
291.25, 9785.59, -33.06, -33.17, 247.89, 68.88
291.00, 9791.41, -33.09, -33.20, 247.86, 68.78
290.80, 9797.13, -33.14, -33.39, 247.83, 68.67
290.56, 9802.96, -33.19, -33.62, 247.82, 68.54
290.29, 9808.83, -33.23, -33.73, 247.83, 68.40
290.03, 9814.32, -33.27, -33.64, 247.84, 68.25
289.87, 9819.16, -33.30, -33.43, 247.86, 68.09
289.71, 9823.73, -33.34, -33.34, 247.90, 67.92
289.49, 9828.46, -33.38, -33.38, 247.94, 67.76
289.27, 9833.36, -33.43, -33.43, 248.00, 67.59
289.09, 9838.33, -33.47, -33.47, 248.05, 67.44
288.89, 9843.53, -33.52, -33.52, 248.11, 67.30
288.64, 9849.01, -33.56, -33.56, 248.17, 67.17
288.38, 9854.44, -33.59, -33.59, 248.23, 67.06
288.21, 9859.62, -33.62, -33.62, 248.27, 66.97
288.02, 9864.88, -33.67, -33.67, 248.32, 66.90
287.77, 9870.58, -33.73, -33.73, 248.35, 66.86
287.49, 9876.61, -33.80, -33.80, 248.38, 66.83
287.24, 9882.66, -33.88, -33.88, 248.40, 66.84
287.03, 9888.72, -33.96, -33.99, 248.41, 66.87
286.77, 9895.13, -34.05, -34.24, 248.41, 66.94
286.46, 9901.94, -34.12, -34.39, 248.39, 67.03
286.18, 9908.74, -34.18, -34.41, 248.36, 67.16
285.92, 9915.20, -34.24, -34.47, 248.31, 67.31
285.67, 9921.33, -34.29, -34.60, 248.25, 67.48
285.44, 9927.37, -34.33, -34.69, 248.17, 67.68
285.20, 9933.61, -34.36, -34.71, 248.09, 67.90
284.90, 9940.20, -34.38, -34.68, 247.99, 68.14
284.61, 9946.95, -34.39, -34.62, 247.88, 68.38
284.36, 9953.80, -34.41, -34.59, 247.76, 68.64
284.09, 9960.99, -34.45, -34.62, 247.64, 68.91
283.76, 9968.65, -34.51, -34.63, 247.52, 69.18
283.40, 9976.34, -34.58, -34.59, 247.40, 69.45
283.13, 9983.33, -34.63, -34.63, 247.27, 69.71
282.92, 9989.53, -34.68, -34.86, 247.14, 69.97
282.67, 9995.34, -34.73, -35.20, 247.01, 70.22
282.42, 10000.87, -34.76, -35.43, 246.88, 70.46
282.24, 10006.17, -34.80, -35.50, 246.74, 70.68
282.03, 10011.57, -34.85, -35.50, 246.61, 70.89
281.78, 10017.33, -34.90, -35.55, 246.47, 71.09
281.53, 10023.39, -34.95, -35.67, 246.34, 71.26
281.28, 10029.67, -35.00, -35.81, 246.21, 71.42
281.03, 10036.15, -35.05, -35.95, 246.07, 71.56
280.75, 10042.75, -35.11, -36.10, 245.94, 71.68
280.49, 10049.17, -35.18, -36.19, 245.81, 71.79
280.26, 10055.14, -35.25, -36.16, 245.68, 71.88
280.03, 10060.33, -35.29, -36.13, 245.55, 71.96
279.86, 10064.43, -35.32, -36.23, 245.41, 72.02
279.75, 10067.61, -35.35, -36.47, 245.28, 72.06
279.64, 10070.51, -35.37, -36.70, 245.14, 72.09
279.54, 10073.96, -35.41, -36.78, 245.01, 72.10
279.35, 10078.53, -35.44, -36.73, 244.87, 72.09
279.08, 10083.95, -35.47, -36.61, 244.74, 72.07
278.87, 10089.28, -35.50, -36.58, 244.61, 72.04
278.69, 10093.85, -35.53, -36.72, 244.48, 71.99
278.54, 10097.49, -35.58, -37.01, 244.36, 71.92
278.44, 10100.35, -35.63, -37.33, 244.25, 71.84
278.35, 10102.96, -35.68, -37.46, 244.14, 71.74
278.23, 10105.91, -35.70, -37.39, 244.05, 71.62
278.08, 10109.54, -35.70, -37.30, 243.96, 71.48
277.91, 10113.93, -35.69, -37.27, 243.89, 71.31
277.71, 10118.97, -35.71, -37.29, 243.82, 71.13
277.49, 10124.26, -35.75, -37.32, 243.77, 70.93
277.26, 10129.14, -35.82, -37.49, 243.72, 70.70
277.10, 10132.98, -35.91, -37.85, 243.69, 70.45
277.03, 10135.79, -36.01, -38.30, 243.68, 70.18
276.96, 10138.26, -36.09, -38.59, 243.67, 69.89
276.82, 10141.07, -36.14, -38.61, 243.69, 69.58
276.68, 10144.35, -36.19, -38.49, 243.71, 69.25
276.53, 10148.00, -36.23, -38.44, 243.75, 68.90
276.39, 10151.90, -36.29, -38.51, 243.79, 68.55
276.22, 10156.08, -36.35, -38.60, 243.84, 68.20
276.04, 10160.49, -36.43, -38.66, 243.89, 67.90
275.86, 10164.99, -36.50, -38.70, 243.93, 67.64
275.67, 10169.44, -36.57, -38.73, 243.98, 67.37
275.51, 10173.74, -36.61, -38.72, 244.03, 67.06
275.35, 10178.03, -36.64, -38.65, 244.10, 66.71
275.18, 10182.53, -36.65, -38.54, 244.17, 66.34
274.99, 10187.23, -36.63, -38.45, 244.24, 65.97
274.79, 10191.78, -36.61, -38.44, 244.31, 65.62
274.62, 10195.60, -36.60, -38.53, 244.37, 65.28
274.51, 10198.35, -36.58, -38.65, 244.42, 64.96
274.48, 10200.36, -36.57, -38.78, 244.47, 64.64
274.41, 10202.39, -36.56, -38.85, 244.50, 64.35
274.28, 10204.79, -36.55, -38.84, 244.54, 64.06
274.16, 10207.23, -36.55, -38.75, 244.56, 63.80
274.08, 10209.28, -36.55, -38.63, 244.58, 63.54
274.03, 10210.97, -36.57, -38.57, 244.59, 63.31
273.98, 10212.87, -36.58, -38.56, 244.60, 63.08
273.88, 10215.63, -36.57, -38.52, 244.60, 62.87
273.72, 10219.50, -36.54, -38.46, 244.59, 62.67
273.51, 10224.20, -36.53, -38.44, 244.58, 62.48
273.30, 10229.05, -36.54, -38.45, 244.57, 62.31
273.13, 10233.48, -36.56, -38.47, 244.55, 62.14
272.99, 10237.35, -36.59, -38.50, 244.54, 61.99
272.86, 10240.86, -36.62, -38.47, 244.53, 61.84
272.72, 10244.29, -36.66, -38.34, 244.52, 61.71
272.58, 10247.96, -36.69, -38.22, 244.52, 61.59
272.43, 10252.20, -36.74, -38.25, 244.53, 61.47
272.23, 10257.11, -36.80, -38.46, 244.56, 61.37
272.00, 10262.29, -36.85, -38.67, 244.59, 61.29
271.80, 10267.03, -36.90, -38.76, 244.63, 61.21
271.65, 10270.82, -36.94, -38.86, 244.69, 61.16
271.57, 10273.82, -37.02, -39.12, 244.75, 61.12
271.47, 10276.76, -37.15, -39.52, 244.83, 61.11
271.31, 10280.16, -37.29, -39.77, 244.92, 61.11
271.15, 10284.10, -37.40, -39.73, 245.02, 61.14
270.98, 10288.54, -37.48, -39.60, 245.14, 61.20
270.79, 10293.50, -37.55, -39.51, 245.26, 61.28
270.59, 10299.10, -37.61, -39.50, 245.40, 61.38
270.33, 10305.28, -37.65, -39.42, 245.54, 61.52
270.07, 10311.59, -37.65, -39.20, 245.69, 61.68
269.83, 10317.37, -37.64, -38.88, 245.84, 61.87
269.64, 10322.17, -37.66, -38.76, 246.00, 62.08
269.51, 10326.00, -37.69, -38.94, 246.15, 62.31
269.39, 10329.38, -37.70, -39.31, 246.30, 62.56
269.26, 10332.92, -37.69, -39.60, 246.44, 62.83
269.10, 10337.13, -37.67, -39.59, 246.58, 63.10
268.88, 10342.09, -37.66, -39.35, 246.71, 63.38
268.66, 10347.43, -37.67, -39.08, 246.84, 63.67
268.47, 10352.87, -37.69, -38.95, 246.95, 63.96
268.25, 10358.34, -37.71, -38.94, 247.05, 64.24
268.04, 10363.67, -37.74, -38.97, 247.13, 64.52
267.84, 10368.78, -37.79, -38.98, 247.21, 64.78
267.64, 10373.69, -37.84, -38.97, 247.26, 65.03
267.47, 10378.47, -37.89, -38.93, 247.31, 65.26
267.30, 10383.38, -37.94, -38.88, 247.34, 65.46
267.08, 10388.65, -38.02, -38.87, 247.35, 65.63
266.85, 10394.09, -38.14, -38.98, 247.34, 65.77
266.67, 10399.34, -38.27, -39.17, 247.33, 65.88
266.48, 10404.21, -38.36, -39.44, 247.30, 65.96
266.28, 10408.49, -38.43, -39.67, 247.26, 66.01
266.14, 10411.97, -38.48, -39.81, 247.21, 66.03
266.07, 10415.02, -38.53, -39.84, 247.15, 66.03
265.95, 10418.54, -38.58, -39.77, 247.09, 66.00
265.75, 10423.05, -38.64, -39.70, 247.03, 65.94
265.53, 10428.37, -38.69, -39.68, 246.97, 65.86
265.31, 10433.96, -38.75, -39.72, 246.90, 65.77
265.09, 10439.37, -38.79, -39.82, 246.84, 65.67
264.91, 10444.38, -38.80, -39.88, 246.78, 65.56
264.74, 10449.25, -38.77, -39.92, 246.73, 65.45
264.55, 10454.31, -38.73, -39.96, 246.68, 65.34
264.34, 10459.66, -38.69, -40.05, 246.65, 65.24
264.11, 10465.03, -38.69, -40.17, 246.62, 65.15
263.91, 10470.04, -38.71, -40.30, 246.61, 65.07
263.74, 10474.58, -38.75, -40.45, 246.61, 65.02
263.60, 10478.95, -38.83, -40.68, 246.62, 64.98
263.43, 10483.67, -38.95, -40.96, 246.63, 64.95
263.21, 10488.94, -39.07, -41.14, 246.66, 64.95
262.97, 10494.38, -39.14, -41.14, 246.69, 64.97
262.78, 10499.47, -39.15, -40.94, 246.73, 65.02
262.63, 10504.09, -39.13, -40.67, 246.78, 65.08
262.46, 10508.51, -39.10, -40.45, 246.84, 65.16
262.28, 10512.95, -39.10, -40.30, 246.90, 65.25
262.12, 10517.54, -39.12, -40.22, 246.95, 65.36
261.93, 10522.29, -39.16, -40.13, 247.01, 65.48
261.73, 10527.01, -39.20, -40.07, 247.06, 65.61
261.56, 10531.46, -39.25, -40.07, 247.10, 65.75
261.41, 10535.69, -39.30, -40.22, 247.14, 65.89
261.25, 10540.10, -39.36, -40.51, 247.16, 66.03
261.06, 10545.17, -39.40, -40.80, 247.17, 66.16
260.84, 10551.18, -39.44, -41.03, 247.17, 66.29
260.56, 10558.14, -39.49, -41.16, 247.16, 66.42
260.26, 10565.68, -39.53, -41.18, 247.14, 66.53
259.97, 10573.38, -39.59, -41.08, 247.12, 66.63
259.70, 10580.96, -39.66, -40.89, 247.08, 66.73
259.40, 10588.21, -39.71, -40.69, 247.04, 66.81
259.14, 10594.85, -39.74, -40.60, 246.98, 66.89
258.93, 10600.97, -39.78, -40.72, 246.92, 66.96
258.72, 10607.05, -39.83, -40.95, 246.86, 67.01
258.47, 10613.56, -39.89, -41.07, 246.79, 67.06
258.20, 10620.49, -39.95, -40.92, 246.71, 67.10
257.91, 10627.37, -40.03, -40.62, 246.64, 67.14
257.67, 10633.66, -40.11, -40.32, 246.56, 67.18
257.48, 10639.30, -40.19, -40.19, 246.49, 67.22
257.27, 10644.69, -40.26, -40.26, 246.41, 67.26
257.07, 10650.34, -40.32, -40.32, 246.34, 67.30
256.84, 10656.73, -40.38, -40.59, 246.27, 67.35
256.56, 10664.11, -40.45, -40.95, 246.19, 67.39
256.23, 10672.31, -40.53, -41.15, 246.12, 67.44
255.89, 10680.87, -40.59, -41.22, 246.05, 67.48
255.60, 10689.48, -40.65, -41.27, 245.98, 67.53
255.28, 10698.11, -40.70, -41.37, 245.92, 67.58
254.94, 10706.58, -40.76, -41.50, 245.85, 67.63
254.64, 10714.59, -40.82, -41.59, 245.78, 67.68
254.37, 10722.08, -40.87, -41.62, 245.72, 67.72
254.10, 10729.27, -40.91, -41.65, 245.65, 67.77
253.84, 10736.42, -40.95, -41.69, 245.58, 67.81
253.56, 10743.76, -41.01, -41.74, 245.52, 67.85
253.27, 10751.49, -41.10, -41.85, 245.45, 67.89
252.98, 10759.68, -41.19, -41.97, 245.39, 67.92
252.66, 10768.31, -41.27, -42.08, 245.33, 67.94
252.30, 10777.08, -41.35, -42.12, 245.27, 67.95
251.97, 10785.54, -41.42, -42.10, 245.22, 67.95
251.70, 10793.59, -41.50, -42.07, 245.17, 67.94
251.43, 10801.67, -41.57, -42.05, 245.13, 67.92
251.10, 10810.34, -41.63, -42.02, 245.10, 67.89
250.73, 10819.61, -41.68, -41.99, 245.08, 67.86
250.38, 10829.04, -41.75, -41.99, 245.07, 67.82
250.05, 10838.29, -41.84, -42.04, 245.07, 67.78
249.71, 10847.21, -41.96, -42.16, 245.08, 67.74
249.40, 10855.69, -42.06, -42.29, 245.10, 67.70
249.12, 10863.88, -42.14, -42.39, 245.13, 67.65
248.81, 10872.00, -42.21, -42.49, 245.16, 67.61
248.49, 10880.05, -42.28, -42.60, 245.20, 67.56
248.21, 10888.02, -42.35, -42.72, 245.24, 67.51
247.93, 10896.24, -42.42, -42.88, 245.29, 67.47
247.61, 10905.13, -42.50, -43.06, 245.34, 67.44
247.25, 10914.78, -42.60, -43.20, 245.39, 67.41
246.86, 10924.76, -42.69, -43.30, 245.44, 67.39
246.49, 10934.35, -42.77, -43.36, 245.47, 67.37
246.19, 10943.27, -42.83, -43.41, 245.50, 67.36
245.89, 10951.80, -42.89, -43.52, 245.50, 67.36
245.59, 10960.37, -42.95, -43.69, 245.49, 67.36
245.26, 10969.21, -43.02, -43.89, 245.46, 67.36
244.91, 10978.18, -43.08, -44.04, 245.41, 67.36
244.59, 10986.94, -43.15, -44.12, 245.34, 67.36
244.29, 10995.38, -43.22, -44.13, 245.25, 67.37
244.00, 11003.80, -43.31, -44.10, 245.13, 67.38
243.68, 11012.66, -43.40, -44.06, 245.00, 67.39
243.33, 11022.21, -43.50, -43.99, 244.84, 67.39
242.97, 11032.49, -43.59, -43.94, 244.67, 67.40
242.56, 11043.36, -43.68, -43.93, 244.48, 67.40
242.15, 11054.41, -43.77, -43.93, 244.28, 67.39
241.77, 11065.15, -43.85, -43.94, 244.07, 67.38
241.41, 11075.40, -43.94, -44.03, 243.84, 67.36
241.05, 11085.16, -44.03, -44.22, 243.61, 67.33
240.71, 11094.47, -44.11, -44.46, 243.39, 67.29
240.40, 11103.59, -44.17, -44.66, 243.16, 67.25
240.07, 11112.99, -44.22, -44.79, 242.95, 67.20
239.71, 11122.95, -44.30, -44.90, 242.75, 67.14
239.32, 11133.42, -44.39, -44.99, 242.56, 67.08
238.94, 11144.09, -44.48, -45.04, 242.40, 67.01
238.57, 11154.70, -44.58, -45.09, 242.26, 66.93
238.19, 11165.20, -44.67, -45.16, 242.14, 66.85
237.82, 11175.49, -44.77, -45.24, 242.05, 66.76
237.48, 11185.56, -44.88, -45.37, 241.98, 66.68
237.12, 11195.42, -44.98, -45.55, 241.94, 66.59
236.77, 11204.97, -45.09, -45.75, 241.93, 66.51
236.45, 11214.03, -45.19, -45.97, 241.94, 66.44
236.16, 11222.51, -45.28, -46.20, 241.98, 66.38
235.88, 11230.45, -45.34, -46.41, 242.04, 66.33
235.60, 11237.82, -45.38, -46.57, 242.11, 66.29
235.36, 11244.59, -45.42, -46.73, 242.21, 66.27
235.16, 11251.06, -45.47, -46.85, 242.31, 66.26
234.93, 11257.84, -45.54, -46.91, 242.42, 66.28
234.66, 11265.40, -45.63, -46.95, 242.53, 66.31
234.37, 11273.69, -45.72, -47.02, 242.65, 66.37
234.05, 11282.28, -45.82, -47.11, 242.77, 66.45
233.73, 11290.50, -45.90, -47.19, 242.88, 66.56
233.48, 11297.80, -45.97, -47.24, 242.99, 66.70
233.30, 11304.43, -46.04, -47.25, 243.09, 66.87
233.06, 11311.20, -46.13, -47.21, 243.18, 67.07
232.78, 11318.50, -46.23, -47.09, 243.26, 67.29
232.50, 11326.20, -46.32, -46.98, 243.33, 67.53
232.23, 11334.07, -46.40, -46.89, 243.39, 67.78
231.96, 11342.01, -46.48, -46.83, 243.44, 68.06
231.67, 11349.93, -46.56, -46.84, 243.48, 68.34
231.39, 11357.71, -46.63, -46.91, 243.51, 68.65
231.13, 11365.43, -46.70, -46.99, 243.53, 68.96
230.88, 11373.51, -46.77, -47.09, 243.55, 69.28
230.57, 11382.35, -46.86, -47.17, 243.57, 69.61
230.22, 11391.90, -46.94, -47.26, 243.59, 69.93
229.85, 11401.54, -47.03, -47.37, 243.61, 70.25
229.54, 11410.75, -47.10, -47.46, 243.63, 70.55
229.27, 11419.71, -47.18, -47.54, 243.67, 70.85
228.96, 11429.01, -47.25, -47.66, 243.71, 71.13
228.59, 11438.91, -47.34, -47.81, 243.76, 71.39
228.22, 11448.99, -47.44, -47.95, 243.82, 71.63
227.89, 11458.60, -47.52, -48.01, 243.89, 71.85
227.61, 11467.49, -47.59, -47.97, 243.97, 72.05
227.32, 11475.82, -47.66, -47.91, 244.06, 72.22
227.03, 11483.63, -47.72, -47.88, 244.16, 72.36
226.79, 11490.82, -47.78, -47.88, 244.28, 72.48
226.57, 11497.49, -47.83, -47.95, 244.40, 72.57
226.36, 11503.80, -47.88, -48.08, 244.54, 72.64
226.14, 11509.85, -47.91, -48.26, 244.68, 72.69
225.94, 11515.65, -47.95, -48.48, 244.82, 72.71
225.75, 11521.31, -47.99, -48.74, 244.97, 72.72
225.56, 11527.00, -48.04, -49.00, 245.11, 72.70
225.35, 11532.90, -48.10, -49.22, 245.26, 72.67
225.14, 11539.21, -48.16, -49.35, 245.40, 72.62
224.91, 11546.10, -48.21, -49.39, 245.54, 72.56
224.66, 11553.68, -48.27, -49.37, 245.68, 72.49
224.37, 11561.88, -48.34, -49.36, 245.80, 72.42
224.06, 11570.35, -48.42, -49.36, 245.92, 72.34
223.79, 11578.67, -48.50, -49.33, 246.03, 72.26
223.53, 11586.71, -48.57, -49.31, 246.12, 72.19
223.26, 11594.47, -48.64, -49.30, 246.19, 72.11
222.99, 11601.84, -48.70, -49.32, 246.25, 72.04
222.77, 11608.66, -48.76, -49.41, 246.30, 71.97
222.57, 11615.07, -48.82, -49.59, 246.33, 71.90
222.35, 11621.34, -48.88, -49.87, 246.35, 71.83
222.12, 11627.50, -48.92, -50.17, 246.35, 71.78
221.93, 11633.52, -48.96, -50.41, 246.33, 71.73
221.73, 11639.59, -48.98, -50.52, 246.30, 71.69
221.51, 11645.95, -49.01, -50.52, 246.25, 71.66
221.29, 11652.77, -49.06, -50.49, 246.20, 71.64
221.04, 11660.14, -49.13, -50.52, 246.14, 71.63
220.77, 11668.04, -49.20, -50.54, 246.07, 71.62
220.48, 11676.15, -49.29, -50.57, 245.99, 71.62
220.21, 11684.07, -49.37, -50.61, 245.91, 71.63
219.97, 11691.73, -49.44, -50.68, 245.84, 71.64
219.72, 11699.35, -49.50, -50.77, 245.76, 71.66
219.46, 11707.25, -49.56, -50.85, 245.68, 71.69
219.18, 11715.66, -49.62, -50.86, 245.61, 71.72
218.86, 11724.52, -49.68, -50.81, 245.54, 71.76
218.58, 11733.56, -49.74, -50.75, 245.47, 71.81
218.27, 11742.59, -49.82, -50.74, 245.41, 71.86
217.96, 11751.39, -49.89, -50.78, 245.35, 71.90
217.68, 11759.71, -49.95, -50.83, 245.30, 71.95
217.45, 11767.72, -50.01, -50.90, 245.26, 72.00
217.18, 11775.98, -50.08, -50.98, 245.24, 72.04
216.86, 11784.65, -50.17, -51.08, 245.22, 72.09
216.56, 11793.38, -50.25, -51.18, 245.22, 72.13
216.30, 11801.88, -50.33, -51.26, 245.22, 72.18
216.01, 11810.26, -50.41, -51.30, 245.23, 72.23
215.74, 11818.65, -50.50, -51.31, 245.26, 72.27
215.47, 11827.23, -50.61, -51.34, 245.29, 72.31
215.16, 11836.13, -50.71, -51.42, 245.33, 72.34
214.85, 11845.17, -50.78, -51.49, 245.37, 72.37
214.57, 11854.04, -50.84, -51.55, 245.43, 72.38
214.29, 11862.72, -50.90, -51.64, 245.49, 72.39
214.00, 11871.34, -50.97, -51.76, 245.55, 72.38
213.71, 11879.96, -51.05, -51.89, 245.62, 72.36
213.44, 11888.54, -51.13, -52.04, 245.69, 72.33
213.17, 11897.16, -51.21, -52.25, 245.76, 72.30
212.86, 11905.81, -51.30, -52.48, 245.82, 72.25
212.57, 11914.17, -51.37, -52.69, 245.89, 72.18
212.34, 11921.99, -51.43, -52.86, 245.95, 72.11
212.10, 11929.55, -51.50, -52.99, 246.01, 72.01
211.85, 11937.14, -51.56, -53.11, 246.06, 71.90
211.59, 11944.90, -51.62, -53.23, 246.11, 71.78
211.33, 11952.93, -51.68, -53.35, 246.16, 71.64
211.05, 11961.32, -51.74, -53.46, 246.20, 71.48
210.77, 11969.99, -51.81, -53.54, 246.24, 71.32
210.49, 11978.86, -51.88, -53.60, 246.26, 71.14
210.19, 11987.86, -51.96, -53.65, 246.27, 70.96
209.89, 11996.79, -52.04, -53.71, 246.26, 70.76
209.62, 12005.41, -52.12, -53.81, 246.25, 70.55
209.36, 12013.80, -52.20, -53.95, 246.22, 70.34
209.08, 12022.12, -52.29, -54.07, 246.17, 70.12
208.80, 12030.37, -52.37, -54.12, 246.12, 69.89
208.55, 12038.75, -52.45, -54.10, 246.05, 69.67
208.29, 12047.65, -52.53, -54.06, 245.97, 69.44
207.97, 12057.28, -52.62, -54.01, 245.89, 69.22
207.60, 12067.17, -52.70, -53.96, 245.79, 69.01
207.29, 12076.45, -52.77, -53.89, 245.68, 68.80
207.07, 12084.87, -52.83, -53.86, 245.57, 68.61
206.82, 12093.06, -52.90, -53.91, 245.44, 68.42
206.53, 12101.52, -52.98, -54.04, 245.32, 68.24
206.24, 12110.24, -53.06, -54.21, 245.19, 68.08
205.96, 12118.99, -53.14, -54.42, 245.06, 67.93
205.69, 12127.59, -53.21, -54.68, 244.92, 67.79
205.43, 12135.91, -53.29, -54.96, 244.80, 67.67
205.17, 12143.94, -53.36, -55.20, 244.67, 67.56
204.92, 12151.65, -53.43, -55.36, 244.56, 67.46
204.69, 12159.05, -53.49, -55.48, 244.45, 67.37
204.47, 12166.34, -53.55, -55.58, 244.35, 67.29
204.22, 12173.60, -53.62, -55.65, 244.26, 67.22
203.99, 12180.71, -53.68, -55.67, 244.19, 67.15
203.78, 12187.70, -53.75, -55.64, 244.13, 67.09
203.56, 12194.77, -53.83, -55.62, 244.09, 67.04
203.33, 12202.22, -53.92, -55.65, 244.06, 66.99
203.06, 12210.22, -54.01, -55.75, 244.05, 66.95
202.80, 12218.62, -54.09, -55.89, 244.06, 66.91
202.53, 12227.26, -54.18, -56.05, 244.09, 66.86
202.25, 12235.91, -54.27, -56.22, 244.14, 66.82
201.98, 12244.20, -54.36, -56.40, 244.20, 66.76
201.73, 12251.89, -54.44, -56.57, 244.27, 66.70
201.51, 12259.07, -54.50, -56.74, 244.36, 66.64
201.31, 12266.38, -54.57, -56.89, 244.46, 66.57
201.07, 12274.60, -54.67, -57.02, 244.57, 66.51
200.75, 12284.01, -54.77, -57.10, 244.68, 66.44
200.41, 12293.96, -54.85, -57.12, 244.80, 66.36
200.11, 12303.57, -54.88, -57.05, 244.93, 66.29
199.84, 12312.48, -54.87, -56.95, 245.05, 66.21
199.59, 12320.82, -54.84, -56.85, 245.19, 66.13
199.34, 12329.03, -54.82, -56.77, 245.32, 66.05
199.08, 12337.50, -54.85, -56.74, 245.45, 65.98
198.79, 12346.28, -54.90, -56.74, 245.58, 65.91
198.52, 12355.08, -54.96, -56.76, 245.71, 65.84
198.25, 12363.71, -55.01, -56.79, 245.83, 65.78
197.98, 12371.95, -55.05, -56.81, 245.94, 65.73
197.75, 12379.53, -55.09, -56.83, 246.03, 65.69
197.55, 12386.52, -55.14, -56.87, 246.11, 65.66
197.34, 12393.23, -55.20, -56.97, 246.18, 65.63
197.12, 12399.81, -55.28, -57.10, 246.23, 65.61
196.93, 12406.38, -55.39, -57.28, 246.26, 65.60
196.73, 12413.27, -55.50, -57.49, 246.28, 65.60
196.49, 12420.61, -55.61, -57.68, 246.29, 65.60
196.24, 12428.15, -55.68, -57.82, 246.28, 65.61
196.02, 12435.51, -55.70, -57.91, 246.26, 65.63
195.81, 12442.69, -55.71, -57.98, 246.22, 65.65
195.59, 12450.07, -55.75, -58.08, 246.17, 65.67
195.35, 12458.18, -55.82, -58.20, 246.10, 65.68
195.07, 12467.22, -55.91, -58.31, 246.02, 65.70
194.76, 12476.80, -56.00, -58.39, 245.92, 65.71
194.46, 12486.27, -56.09, -58.41, 245.81, 65.71
194.18, 12495.10, -56.16, -58.40, 245.70, 65.70
193.94, 12503.11, -56.23, -58.38, 245.57, 65.68
193.75, 12510.74, -56.30, -58.41, 245.44, 65.64
193.50, 12518.68, -56.36, -58.47, 245.31, 65.57
193.22, 12527.14, -56.43, -58.54, 245.17, 65.49
